x	y	label
4021.488	6436.6148	1
6931.8666	6438.0778	1
6664.0563	6443.052	1
6396.5349	6453.293	1
6036.8544	6679.4728	1
5184.8883	6714.2922	1
5753.1546	6696.7362	1
4592.0655	6706.9772	1
4902.9219	6705.5142	1
5477.8329	6706.392	1
6665.2119	6708.1476	1
4321.3662	6714.8774	1
4015.71	6717.5108	1
6386.7123	6719.8516	1
6954.4008	6729.8	1
6042.6324	6986.1176	1
5742.7542	7008.6478	1
4884.4323	7009.8182	1
6943.7115	7020.6444	1
5492.2779	7020.937	1
5186.6217	7022.1074	1
6394.2237	7030.8854	1
4588.3098	7030.3002	1
6652.5003	7026.2038	1
6044.3658	7264.3802	1
5754.5991	7291.2994	1
4884.4323	7293.055	1
5190.3774	7298.3218	1
5475.5217	7302.7108	1
6685.146	7319.0964	1
6371.9784	7328.167	1
6046.0992	7563.1248	1
5768.4663	7585.9476	1
6681.3903	7599.4072	1
6373.7118	7622.8152	1
6044.9436	7860.699	1
6398.8461	7911.6114	1
